scheme_id,scheme_name,retrieval_text,official_url,source_name,rule_version
CG039,Karnataka Backward Classes Welfare Department Pre-Matric Scholarship,"Scheme Name: Karnataka Backward Classes Welfare Department Pre-Matric Scholarship. Category: Scholarship. Study Level: School. Target Group: Eligible backward-class students in Karnataka. Description: Karnataka Backward Classes Welfare Department Pre-Matric Scholarship is a scholarship initiative for eligible backward-class students in karnataka, covering School education/research.. Eligibility: Primarily intended for eligible backward-class students in karnataka. Applicable study level: School. Applicants must satisfy the scheme's current official conditions and documentation requirements.. Benefits: Scholarship-based financial assistance toward eligible education expenses, subject to the applicable scheme rules.. Keywords: Karnataka Backward Classes Welfare Department Pre-Matric Scholarship, Scholarship, School, Eligible backward-class students in Karnataka, Karnataka Backward Classes Welfare Department.",https://bcwd.karnataka.gov.in/,Government of Karnataka,v1.0
CG040,Karnataka Brahmin Development Board Scholarship,"Scheme Name: Karnataka Brahmin Development Board Scholarship. Category: Scholarship. Study Level: School/UG/PG. Target Group: Eligible beneficiaries under Karnataka Brahmin Development Board schemes. Description: Karnataka Brahmin Development Board Scholarship is a scholarship initiative for eligible beneficiaries under karnataka brahmin development board schemes, covering School/UG/PG education/research.. Eligibility: Primarily intended for eligible beneficiaries under karnataka brahmin development board schemes. Applicable study level: School/UG/PG. Applicants must satisfy the scheme's current official conditions and documentation requirements.. Benefits: Scholarship-based financial assistance toward eligible education expenses, subject to the applicable scheme rules.. Keywords: Karnataka Brahmin Development Board Scholarship, Scholarship, School/UG/PG, Eligible beneficiaries under Karnataka Brahmin Development Board schemes, Karnataka Brahmin Development Board.",https://kdb.karnataka.gov.in/,Government of Karnataka,v1.0
CG041,Karnataka Devaraj Urs Backward Classes Development Corporation Educational Loan,"Scheme Name: Karnataka Devaraj Urs Backward Classes Development Corporation Educational Loan. Category: Educational support. Study Level: Higher education/professional. Target Group: Eligible backward-class students in Karnataka. Description: Karnataka Devaraj Urs Backward Classes Development Corporation Educational Loan is a educational support initiative for eligible backward-class students in karnataka, covering Higher education/professional education/research.. Eligibility: Primarily intended for eligible backward-class students in karnataka. Applicable study level: Higher education/professional. Applicants must satisfy the scheme's current official conditions and documentation requirements.. Benefits: Education-related financial assistance/support for eligible beneficiaries, subject to scheme rules.. Keywords: Karnataka Devaraj Urs Backward Classes Development Corporation Educational Loan, Educational support, Higher education/professional, Eligible backward-class students in Karnataka, Karnataka Devaraj Urs Backward Classes Development Corporation.",https://dbcdc.karnataka.gov.in/,Government of Karnataka,v1.0
CG042,Karnataka Minority Development Corporation Educational Loan,"Scheme Name: Karnataka Minority Development Corporation Educational Loan. Category: Educational support. Study Level: Higher education/professional. Target Group: Eligible minority students in Karnataka. Description: Karnataka Minority Development Corporation Educational Loan is a educational support initiative for eligible minority students in karnataka, covering Higher education/professional education/research.. Eligibility: Primarily intended for eligible minority students in karnataka. Applicable study level: Higher education/professional. Applicants must satisfy the scheme's current official conditions and documentation requirements.. Benefits: Education-related financial assistance/support for eligible beneficiaries, subject to scheme rules.. Keywords: Karnataka Minority Development Corporation Educational Loan, Educational support, Higher education/professional, Eligible minority students in Karnataka, Karnataka Minority Development Corporation.",https://kmdc.karnataka.gov.in/,Government of Karnataka,v1.0
CG043,Karnataka Valmiki Development Corporation Educational Loan,"Scheme Name: Karnataka Valmiki Development Corporation Educational Loan. Category: Educational support. Study Level: Higher education/professional. Target Group: Eligible ST beneficiaries in Karnataka. Description: Karnataka Valmiki Development Corporation Educational Loan is a educational support initiative for eligible st beneficiaries in karnataka, covering Higher education/professional education/research.. Eligibility: Primarily intended for eligible st beneficiaries in karnataka. Applicable study level: Higher education/professional. Applicants must satisfy the scheme's current official conditions and documentation requirements.. Benefits: Education-related financial assistance/support for eligible beneficiaries, subject to scheme rules.. Keywords: Karnataka Valmiki Development Corporation Educational Loan, Educational support, Higher education/professional, Eligible ST beneficiaries in Karnataka, Karnataka Maharshi Valmiki Scheduled Tribes Development Corporation.",https://kmvstdcl.karnataka.gov.in/,Government of Karnataka,v1.0
CG044,Karnataka Ambedkar Development Corporation Educational Loan,"Scheme Name: Karnataka Ambedkar Development Corporation Educational Loan. Category: Educational support. Study Level: Higher education/professional. Target Group: Eligible SC beneficiaries in Karnataka. Description: Karnataka Ambedkar Development Corporation Educational Loan is a educational support initiative for eligible sc beneficiaries in karnataka, covering Higher education/professional education/research.. Eligibility: Primarily intended for eligible sc beneficiaries in karnataka. Applicable study level: Higher education/professional. Applicants must satisfy the scheme's current official conditions and documentation requirements.. Benefits: Education-related financial assistance/support for eligible beneficiaries, subject to scheme rules.. Keywords: Karnataka Ambedkar Development Corporation Educational Loan, Educational support, Higher education/professional, Eligible SC beneficiaries in Karnataka, Karnataka Dr. B. R. Ambedkar Development Corporation.",https://adcl.karnataka.gov.in/,Government of Karnataka,v1.0
CG045,Karnataka Arya Vaishya Community Development Corporation Educational Loan,"Scheme Name: Karnataka Arya Vaishya Community Development Corporation Educational Loan. Category: Educational support. Study Level: Higher education/professional. Target Group: Eligible Arya Vaishya beneficiaries in Karnataka. Description: Karnataka Arya Vaishya Community Development Corporation Educational Loan is a educational support initiative for eligible arya vaishya beneficiaries in karnataka, covering Higher education/professional education/research.. Eligibility: Primarily intended for eligible arya vaishya beneficiaries in karnataka. Applicable study level: Higher education/professional. Applicants must satisfy the scheme's current official conditions and documentation requirements.. Benefits: Education-related financial assistance/support for eligible beneficiaries, subject to scheme rules.. Keywords: Karnataka Arya Vaishya Community Development Corporation Educational Loan, Educational support, Higher education/professional, Eligible Arya Vaishya beneficiaries in Karnataka, Karnataka Arya Vaishya Community Development Corporation.",https://kavcdc.karnataka.gov.in/,Government of Karnataka,v1.0
CG046,Karnataka Uppara Development Corporation Educational Loan,"Scheme Name: Karnataka Uppara Development Corporation Educational Loan. Category: Educational support. Study Level: Higher education/professional. Target Group: Eligible Uppara community beneficiaries in Karnataka. Description: Karnataka Uppara Development Corporation Educational Loan is a educational support initiative for eligible uppara community beneficiaries in karnataka, covering Higher education/professional education/research.. Eligibility: Primarily intended for eligible uppara community beneficiaries in karnataka. Applicable study level: Higher education/professional. Applicants must satisfy the scheme's current official conditions and documentation requirements.. Benefits: Education-related financial assistance/support for eligible beneficiaries, subject to scheme rules.. Keywords: Karnataka Uppara Development Corporation Educational Loan, Educational support, Higher education/professional, Eligible Uppara community beneficiaries in Karnataka, Karnataka Uppara Development Corporation.",https://kudc.karnataka.gov.in/,Government of Karnataka,v1.0
CG047,Karnataka Savita Samaja Development Corporation Educational Loan,"Scheme Name: Karnataka Savita Samaja Development Corporation Educational Loan. Category: Educational support. Study Level: Higher education/professional. Target Group: Eligible Savita Samaja beneficiaries in Karnataka. Description: Karnataka Savita Samaja Development Corporation Educational Loan is a educational support initiative for eligible savita samaja beneficiaries in karnataka, covering Higher education/professional education/research.. Eligibility: Primarily intended for eligible savita samaja beneficiaries in karnataka. Applicable study level: Higher education/professional. Applicants must satisfy the scheme's current official conditions and documentation requirements.. Benefits: Education-related financial assistance/support for eligible beneficiaries, subject to scheme rules.. Keywords: Karnataka Savita Samaja Development Corporation Educational Loan, Educational support, Higher education/professional, Eligible Savita Samaja beneficiaries in Karnataka, Karnataka Savita Samaja Development Corporation.",https://kscdc.karnataka.gov.in/,Government of Karnataka,v1.0
CG048,Karnataka Ganga Kalyana Educational Assistance,"Scheme Name: Karnataka Ganga Kalyana Educational Assistance. Category: Educational support. Study Level: Higher education. Target Group: Eligible beneficiaries under applicable Karnataka schemes. Description: Karnataka Ganga Kalyana Educational Assistance is a educational support initiative for eligible beneficiaries under applicable karnataka schemes, covering Higher education education/research.. Eligibility: Primarily intended for eligible beneficiaries under applicable karnataka schemes. Applicable study level: Higher education. Applicants must satisfy the scheme's current official conditions and documentation requirements.. Benefits: Education-related financial assistance/support for eligible beneficiaries, subject to scheme rules.. Keywords: Karnataka Ganga Kalyana Educational Assistance, Educational support, Higher education, Eligible beneficiaries under applicable Karnataka schemes, Karnataka Development Corporation schemes.",https://karnataka.gov.in/,Government of Karnataka,v1.0
CG049,Karnataka State Scholarship Portal Educational Assistance,"Scheme Name: Karnataka State Scholarship Portal Educational Assistance. Category: Scholarship. Study Level: School/UG/PG. Target Group: Eligible Karnataka students under SSP-linked schemes. Description: Karnataka State Scholarship Portal Educational Assistance is a scholarship initiative for eligible karnataka students under ssp-linked schemes, covering School/UG/PG education/research.. Eligibility: Primarily intended for eligible karnataka students under ssp-linked schemes. Applicable study level: School/UG/PG. Applicants must satisfy the scheme's current official conditions and documentation requirements.. Benefits: Scholarship-based financial assistance toward eligible education expenses, subject to the applicable scheme rules.. Keywords: Karnataka State Scholarship Portal Educational Assistance, Scholarship, School/UG/PG, Eligible Karnataka students under SSP-linked schemes, Government of Karnataka.",https://ssp.postmatric.karnataka.gov.in/,Government of Karnataka,v1.0
CG050,National Fellowship for OBC Students,"Scheme Name: National Fellowship for OBC Students. Category: Fellowship. Study Level: MPhil/PhD. Target Group: Eligible Other Backward Class research scholars. Description: National Fellowship for OBC Students is a fellowship initiative for eligible other backward class research scholars, covering MPhil/PhD education/research.. Eligibility: Primarily intended for eligible other backward class research scholars. Applicable study level: MPhil/PhD. Applicants must satisfy the scheme's current official conditions and documentation requirements.. Benefits: Financial support for eligible academic or research study, subject to the applicable fellowship rules.. Keywords: National Fellowship for OBC Students, Fellowship, MPhil/PhD, Eligible Other Backward Class research scholars, Ministry of Social Justice and Empowerment.",https://socialjustice.gov.in/,Ministry of Social Justice and Empowerment,v1.0
CG051,National Fellowship for Students from Minority Communities,"Scheme Name: National Fellowship for Students from Minority Communities. Category: Fellowship. Study Level: MPhil/PhD. Target Group: Students belonging to notified minority communities. Description: National Fellowship for Students from Minority Communities is a fellowship initiative for students belonging to notified minority communities, covering MPhil/PhD education/research.. Eligibility: Primarily intended for students belonging to notified minority communities. Applicable study level: MPhil/PhD. Applicants must satisfy the scheme's current official conditions and documentation requirements.. Benefits: Financial support for eligible academic or research study, subject to the applicable fellowship rules.. Keywords: National Fellowship for Students from Minority Communities, Fellowship, MPhil/PhD, Students belonging to notified minority communities, Ministry of Minority Affairs.",https://minorityaffairs.gov.in/,Ministry of Minority Affairs,v1.0
CG052,UGC Emeritus Fellowship,"Scheme Name: UGC Emeritus Fellowship. Category: Fellowship. Study Level: Research/Academic. Target Group: Retired teachers and eligible academic researchers. Description: UGC Emeritus Fellowship is a fellowship initiative for retired teachers and eligible academic researchers, covering Research/Academic education/research.. Eligibility: Primarily intended for retired teachers and eligible academic researchers. Applicable study level: Research/Academic. Applicants must satisfy the scheme's current official conditions and documentation requirements.. Benefits: Financial support for eligible academic or research study, subject to the applicable fellowship rules.. Keywords: UGC Emeritus Fellowship, Fellowship, Research/Academic, Retired teachers and eligible academic researchers, University Grants Commission.",https://www.ugc.gov.in/,University Grants Commission,v1.0
CG053,UGC Junior Research Fellowship,"Scheme Name: UGC Junior Research Fellowship. Category: Fellowship. Study Level: MPhil/PhD. Target Group: Eligible postgraduate students qualifying through UGC-NET. Description: UGC Junior Research Fellowship is a fellowship initiative for eligible postgraduate students qualifying through ugc-net, covering MPhil/PhD education/research.. Eligibility: Primarily intended for eligible postgraduate students qualifying through ugc-net. Applicable study level: MPhil/PhD. Applicants must satisfy the scheme's current official conditions and documentation requirements.. Benefits: Financial support for eligible academic or research study, subject to the applicable fellowship rules.. Keywords: UGC Junior Research Fellowship, Fellowship, MPhil/PhD, Eligible postgraduate students qualifying through UGC-NET, University Grants Commission.",https://www.ugc.gov.in/,University Grants Commission,v1.0
CG054,UGC Research Fellowship in Sciences,"Scheme Name: UGC Research Fellowship in Sciences. Category: Fellowship. Study Level: PhD/Research. Target Group: Eligible science research scholars. Description: UGC Research Fellowship in Sciences is a fellowship initiative for eligible science research scholars, covering PhD/Research education/research.. Eligibility: Primarily intended for eligible science research scholars. Applicable study level: PhD/Research. Applicants must satisfy the scheme's current official conditions and documentation requirements.. Benefits: Financial support for eligible academic or research study, subject to the applicable fellowship rules.. Keywords: UGC Research Fellowship in Sciences, Fellowship, PhD/Research, Eligible science research scholars, University Grants Commission.",https://www.ugc.gov.in/,University Grants Commission,v1.0
CG055,INSPIRE Scholarship for Higher Education,"Scheme Name: INSPIRE Scholarship for Higher Education. Category: Scholarship. Study Level: UG. Target Group: Students pursuing basic and natural sciences. Description: INSPIRE Scholarship for Higher Education is a scholarship initiative for students pursuing basic and natural sciences, covering UG education/research.. Eligibility: Primarily intended for students pursuing basic and natural sciences. Applicable study level: UG. Applicants must satisfy the scheme's current official conditions and documentation requirements.. Benefits: Scholarship-based financial assistance toward eligible education expenses, subject to the applicable scheme rules.. Keywords: INSPIRE Scholarship for Higher Education, Scholarship, UG, Students pursuing basic and natural sciences, Department of Science and Technology.",https://online-inspire.gov.in/,Department of Science and Technology,v1.0
CG056,INSPIRE Fellowship,"Scheme Name: INSPIRE Fellowship. Category: Fellowship. Study Level: PhD. Target Group: Students pursuing doctoral research in science. Description: INSPIRE Fellowship is a fellowship initiative for students pursuing doctoral research in science, covering PhD education/research.. Eligibility: Primarily intended for students pursuing doctoral research in science. Applicable study level: PhD. Applicants must satisfy the scheme's current official conditions and documentation requirements.. Benefits: Financial support for eligible academic or research study, subject to the applicable fellowship rules.. Keywords: INSPIRE Fellowship, Fellowship, PhD, Students pursuing doctoral research in science, Department of Science and Technology.",https://online-inspire.gov.in/,Department of Science and Technology,v1.0
CG057,Kishore Vaigyanik Protsahan Yojana / INSPIRE-linked Research Support,"Scheme Name: Kishore Vaigyanik Protsahan Yojana / INSPIRE-linked Research Support. Category: Scholarship/Fellowship. Study Level: School/UG. Target Group: Students interested in basic science research. Description: Kishore Vaigyanik Protsahan Yojana / INSPIRE-linked Research Support is a scholarship/fellowship initiative for students interested in basic science research, covering School/UG education/research.. Eligibility: Primarily intended for students interested in basic science research. Applicable study level: School/UG. Applicants must satisfy the scheme's current official conditions and documentation requirements.. Benefits: Financial support for eligible academic or research study, subject to the applicable fellowship rules.. Keywords: Kishore Vaigyanik Protsahan Yojana / INSPIRE-linked Research Support, Scholarship/Fellowship, School/UG, Students interested in basic science research, Department of Science and Technology.",https://online-inspire.gov.in/,Department of Science and Technology,v1.0
CG058,Scholarship Scheme for College and University Students under PM-USP,"Scheme Name: Scholarship Scheme for College and University Students under PM-USP. Category: Scholarship. Study Level: UG/PG. Target Group: Meritorious students with financial need. Description: Scholarship Scheme for College and University Students under PM-USP is a scholarship initiative for meritorious students with financial need, covering UG/PG education/research.. Eligibility: Primarily intended for meritorious students with financial need. Applicable study level: UG/PG. Applicants must satisfy the scheme's current official conditions and documentation requirements.. Benefits: Scholarship-based financial assistance toward eligible education expenses, subject to the applicable scheme rules.. Keywords: Scholarship Scheme for College and University Students under PM-USP, Scholarship, UG/PG, Meritorious students with financial need, Department of Higher Education, Ministry of Education.",https://scholarships.gov.in/,National Scholarship Portal,v1.0
CG059,National Scholarship Scheme for Jammu and Kashmir Students,"Scheme Name: National Scholarship Scheme for Jammu and Kashmir Students. Category: Scholarship. Study Level: UG/Professional. Target Group: Eligible students from Jammu and Kashmir. Description: National Scholarship Scheme for Jammu and Kashmir Students is a scholarship initiative for eligible students from jammu and kashmir, covering UG/Professional education/research.. Eligibility: Primarily intended for eligible students from jammu and kashmir. Applicable study level: UG/Professional. Applicants must satisfy the scheme's current official conditions and documentation requirements.. Benefits: Scholarship-based financial assistance toward eligible education expenses, subject to the applicable scheme rules.. Keywords: National Scholarship Scheme for Jammu and Kashmir Students, Scholarship, UG/Professional, Eligible students from Jammu and Kashmir, Ministry of Education.",https://scholarships.gov.in/,National Scholarship Portal,v1.0
CG060,Special Scholarship Scheme for Jammu and Kashmir,"Scheme Name: Special Scholarship Scheme for Jammu and Kashmir. Category: Scholarship. Study Level: UG/Professional. Target Group: Eligible students from Jammu and Kashmir. Description: Special Scholarship Scheme for Jammu and Kashmir is a scholarship initiative for eligible students from jammu and kashmir, covering UG/Professional education/research.. Eligibility: Primarily intended for eligible students from jammu and kashmir. Applicable study level: UG/Professional. Applicants must satisfy the scheme's current official conditions and documentation requirements.. Benefits: Scholarship-based financial assistance toward eligible education expenses, subject to the applicable scheme rules.. Keywords: Special Scholarship Scheme for Jammu and Kashmir, Scholarship, UG/Professional, Eligible students from Jammu and Kashmir, All India Council for Technical Education.",https://www.aicte-india.org/,AICTE,v1.0
CG061,Scholarship Scheme for Students from Wards of Coal Mine Workers,"Scheme Name: Scholarship Scheme for Students from Wards of Coal Mine Workers. Category: Scholarship. Study Level: School/UG/PG. Target Group: Eligible wards of coal mine workers. Description: Scholarship Scheme for Students from Wards of Coal Mine Workers is a scholarship initiative for eligible wards of coal mine workers, covering School/UG/PG education/research.. Eligibility: Primarily intended for eligible wards of coal mine workers. Applicable study level: School/UG/PG. Applicants must satisfy the scheme's current official conditions and documentation requirements.. Benefits: Scholarship-based financial assistance toward eligible education expenses, subject to the applicable scheme rules.. Keywords: Scholarship Scheme for Students from Wards of Coal Mine Workers, Scholarship, School/UG/PG, Eligible wards of coal mine workers, Ministry of Coal.",https://scholarships.gov.in/,National Scholarship Portal,v1.0
CG062,Scholarship for Children of Railway Employees,"Scheme Name: Scholarship for Children of Railway Employees. Category: Scholarship. Study Level: School/UG. Target Group: Eligible children of railway employees. Description: Scholarship for Children of Railway Employees is a scholarship initiative for eligible children of railway employees, covering School/UG education/research.. Eligibility: Primarily intended for eligible children of railway employees. Applicable study level: School/UG. Applicants must satisfy the scheme's current official conditions and documentation requirements.. Benefits: Scholarship-based financial assistance toward eligible education expenses, subject to the applicable scheme rules.. Keywords: Scholarship for Children of Railway Employees, Scholarship, School/UG, Eligible children of railway employees, Ministry of Railways.",https://indianrailways.gov.in/,Ministry of Railways,v1.0
CG063,National Award Scholarship for Meritorious Students,"Scheme Name: National Award Scholarship for Meritorious Students. Category: Scholarship. Study Level: UG/PG. Target Group: High-performing students meeting scheme conditions. Description: National Award Scholarship for Meritorious Students is a scholarship initiative for high-performing students meeting scheme conditions, covering UG/PG education/research.. Eligibility: Primarily intended for high-performing students meeting scheme conditions. Applicable study level: UG/PG. Applicants must satisfy the scheme's current official conditions and documentation requirements.. Benefits: Scholarship-based financial assistance toward eligible education expenses, subject to the applicable scheme rules.. Keywords: National Award Scholarship for Meritorious Students, Scholarship, UG/PG, High-performing students meeting scheme conditions, Department of Higher Education, Ministry of Education.",https://scholarships.gov.in/,National Scholarship Portal,v1.0
CG064,Scholarship for Higher Education of Children of Personnel in Armed Forces,"Scheme Name: Scholarship for Higher Education of Children of Personnel in Armed Forces. Category: Scholarship. Study Level: UG/Professional. Target Group: Eligible wards of armed forces personnel. Description: Scholarship for Higher Education of Children of Personnel in Armed Forces is a scholarship initiative for eligible wards of armed forces personnel, covering UG/Professional education/research.. Eligibility: Primarily intended for eligible wards of armed forces personnel. Applicable study level: UG/Professional. Applicants must satisfy the scheme's current official conditions and documentation requirements.. Benefits: Scholarship-based financial assistance toward eligible education expenses, subject to the applicable scheme rules.. Keywords: Scholarship for Higher Education of Children of Personnel in Armed Forces, Scholarship, UG/Professional, Eligible wards of armed forces personnel, Ministry of Defence.",https://scholarships.gov.in/,National Scholarship Portal,v1.0
,,Scheme Name: . Category: . Study Level: . Target Group: . Description: . Eligibility: . Benefits: . Keywords: .,,,
,,Scheme Name: . Category: . Study Level: . Target Group: . Description: . Eligibility: . Benefits: . Keywords: .,,,
,,Scheme Name: . Category: . Study Level: . Target Group: . Description: . Eligibility: . Benefits: . Keywords: .,,,
